ACTIVITIES$$eating$$shopping$$leisure$$outside activity$$sport$$other activity$$visiting friend$$working$$studying$$staying at home$$
BD_TYPES$$home$$office$$health related activity$$restaurant$$shop$$farm$$leisure and sport$$university$$school$$public$$sport$$cinema$$kindergarten$$stadium$$park$$caravan$$supermarket$$
209,0,0,48@9+0:0.984375=$%59@7+1:0.015625=$%
209,0,1,48@9+0:0.984375=$%59@7+1:0.015625=$%
209,0,2,48@9+0:0.984375=$%59@7+1:0.015625=$%
209,0,3,48@9+0:0.984375=$%59@7+1:0.015625=$%
209,0,4,48@9+0:0.984375=$%59@7+1:0.015625=$%
209,0,5,48@9+0:0.984375=$%59@7+1:0.015625=$%
209,0,6,48@9+0:0.953125=$%71@7+3:0.015625=$%79@7+1:0.015625=$%59@7+1:0.015625=$%
209,0,7,0@7+1:0.0625=$%48@9+0:0.734375=$%26@7+1:0.015625=$%35@7+1:0.015625=$%7@7+1:0.015625=$%472@1+4:0.015625=$7+5:0.015625=$%12@7+4:0.015625=$%71@7+3:0.03125=$%79@7+1:0.015625=$%388@7+1:0.015625=$%272@7+1:0.015625=$%4@7+1:0.015625=$%59@7+1:0.015625=$%
209,0,8,0@7+1:0.109375=4:0.015625=$%48@9+0:0.546875=$%26@7+1:0.015625=$%35@7+1:0.015625=$%7@7+1:0.046875=$%140@7+1:0.015625=$%12@7+4:0.015625=$%59@7+1:0.046875=$%71@7+3:0.015625=4:0.015625=$%79@7+1:0.015625=$%250@7+1:0.015625=$%56@7+1:0.015625=$%388@7+1:0.015625=$%272@7+1:0.015625=$%13@1+4:0.015625=$%4@7+1:0.015625=$%54@1+4:0.015625=$%472@7+5:0.015625=$%
209,0,9,0@7+1:0.109375=4:0.015625=$1+4:0.015625=$5+2:0.015625=$%48@9+0:0.375=$%26@7+1:0.015625=$%35@5+2:0.015625=$7+1:0.03125=$1+4:0.015625=$%7@7+1:0.046875=$%140@7+1:0.03125=$%12@7+4:0.015625=$%1@1+4:0.015625=$%71@7+3:0.03125=4:0.015625=$1+4:0.015625=$%59@7+1:0.046875=$%54@6+0:0.015625=$5+2:0.015625=$%79@7+1:0.015625=$%250@7+1:0.015625=$%56@7+1:0.015625=$%388@7+1:0.015625=$%437@5+2:0.015625=$%272@7+1:0.015625=$%13@1+4:0.015625=$%4@7+1:0.015625=$%472@7+5:0.015625=$%
209,0,10,0@7+1:0.109375=4:0.015625=$5+2:0.015625=$1+4:0.015625=$%48@9+0:0.34375=$%26@7+1:0.015625=$%35@7+1:0.03125=$1+4:0.015625=$%7@7+1:0.046875=$%20@1+4:0.015625=$%140@7+1:0.03125=$%12@7+4:0.015625=$%1@1+4:0.015625=$%71@7+3:0.03125=4:0.015625=$1+4:0.015625=$%59@7+1:0.046875=$%169@7+1:0.015625=$%418@6+0:0.015625=$%79@7+1:0.015625=$%250@7+1:0.015625=$1+4:0.015625=$%56@7+1:0.015625=$%388@7+1:0.015625=$%437@5+2:0.015625=$%53@1+4:0.015625=$%272@7+1:0.015625=$%13@1+4:0.015625=$%4@7+1:0.015625=$%472@7+5:0.015625=$%
209,0,11,0@7+1:0.109375=4:0.015625=$5+2:0.015625=$%48@9+0:0.359375=$%71@1+4:0.03125=$7+3:0.03125=4:0.015625=$%26@7+1:0.015625=$%35@7+1:0.03125=$%7@7+1:0.046875=$2+6:0.015625=$%1@7+4:0.015625=$1+4:0.015625=$%140@7+1:0.03125=$%12@7+4:0.015625=$%4@7+1:0.03125=$%59@7+1:0.046875=$%169@7+1:0.015625=$%418@6+0:0.015625=$%79@7+1:0.015625=$%250@7+1:0.015625=$%371@6+0:0.015625=$%56@7+1:0.015625=$%388@7+1:0.015625=$%20@1+4:0.015625=$%272@7+1:0.015625=$%472@7+5:0.015625=$%
209,0,12,140@6+0:0.015625=$7+1:0.03125=$%0@7+4:0.015625=1:0.0625=$0+3:0.015625=$%48@9+0:0.484375=$%71@1+4:0.015625=$0+3:0.046875=$7+3:0.015625=4:0.015625=$%26@7+1:0.015625=$%7@7+1:0.03125=$2+6:0.015625=$%1@7+4:0.015625=$1+4:0.015625=$%12@7+4:0.015625=$%4@7+1:0.03125=$%169@7+1:0.015625=$%418@6+0:0.015625=$%79@7+1:0.015625=$%250@7+1:0.015625=$%59@7+1:0.03125=$%56@7+1:0.015625=$%388@7+1:0.015625=$%428@1+4:0.015625=$%
209,0,13,0@7+1:0.109375=4:0.015625=$0+3:0.015625=$5+2:0.015625=$%48@9+0:0.359375=$%26@7+1:0.015625=$%35@7+1:0.046875=$0+3:0.015625=$%7@7+1:0.046875=$2+6:0.015625=$6+0:0.015625=$%1@7+4:0.015625=$1+4:0.015625=$%140@7+1:0.03125=$%12@7+4:0.015625=$%4@7+1:0.03125=$%71@7+3:0.03125=4:0.015625=$0+3:0.015625=$%169@7+1:0.015625=$%55@1+4:0.015625=$%418@6+0:0.015625=$%79@7+1:0.015625=$%250@7+1:0.015625=$%59@7+1:0.03125=$%56@7+1:0.015625=$%388@7+1:0.015625=$%272@7+1:0.015625=$%
