Zonage_bis_ZONE_MORPHO;ZONE;NUMECH;P01;D1;D2_A;D2_B;D3;Zonage_bis_1_ZONE_MORPHO;D4H;D4M;D5_A;D5_B;D6;D7;Zonage_bis_2_ZONE_MORPHO;D8H;D8M;D9;D10;COEP
;001001;037;01;08;01;;001001;;18;15;53;;;002001;1;18;35;20;0;40.147
;001001;038;01;01;01;;001001;;12;0;52;;;004002;1;12;15;15;0;40.147
;001001;038;01;03;01;;001001;;15;0;52;;;007006;1;15;35;35;0;40.147
;001001;072;01;01;01;;001001;;10;0;41;;;003005;1;10;30;30;1;25.457
;001001;072;01;03;42;;017002;;12;0;33;;;002004;1;12;15;15;0;25.457
;001001;072;02;01;01;;001001;;10;0;51;;;007003;1;10;15;15;1;25.457
;001001;105;01;01;01;;001001;;9;0;12;;;002004;1;9;30;30;1;40.147
;001001;105;01;02;12;;002004;1;13;0;53;;;002004;1;13;5;5;0;40.147
;001001;105;01;03;53;;002004;1;14;30;12;;;002004;1;14;35;5;0;40.147
;001001;119;01;02;43;;005004;;9;0;42;;;007004;1;9;45;45;2;40.147
;001001;120;01;01;01;;001001;;7;30;41;;;007006;1;7;40;10;1;40.147
;001001;137;01;01;01;;001001;;8;0;11;;;007002;1;8;15;15;0;34.599
;001001;149;01;01;01;;001001;;9;0;41;;;002004;1;9;45;45;1;40.147
;001001;160;02;01;01;;001001;;8;10;11;;;003005;1;8;30;20;1;34.599
;001001;160;02;03;01;;001001;;13;40;11;;;003005;1;14;0;20;0;34.599
;001001;160;02;05;33;;017004;;18;10;33;;;003003;1;18;30;20;1;34.599
;001001;179;01;01;01;;001001;;7;45;11;;;007009;1;7;50;5;0;40.147
;001001;179;01;02;11;;007009;1;11;30;31;;;002001;1;11;40;10;0;40.147
;001001;179;01;03;31;;002001;1;12;20;11;;;007009;1;12;30;10;0;40.147
;001002;009;01;01;11;;009002;;7;0;64;02;;007006;1;7;45;45;1;24.609
;001002;013;01;01;01;;001002;;7;0;11;;;031002;2;7;25;25;1;25.457
;001002;013;02;01;01;;001002;;9;0;11;;;002002;1;9;10;10;0;25.457
;001002;013;02;03;01;;001002;;13;0;11;;;002002;1;13;10;10;0;25.457
;001002;013;03;01;01;;001002;;7;50;24;;;007009;1;8;0;10;0;25.457
;001002;013;03;03;01;;001002;;14;0;24;;;007009;1;14;10;10;0;25.457
;001002;023;03;05;01;;001002;;14;0;51;;;002004;1;14;20;20;1;24.609
;001002;049;02;04;12;;095004;;14;0;33;;;035001;2;14;30;30;1;34.599
;001002;058;03;01;01;;001002;;7;40;24;;;007009;1;7;50;10;0;12.487
;001002;058;03;03;01;;001002;;16;0;24;;;007009;1;16;10;10;0;12.487
;001002;061;01;01;01;;001002;;7;30;54;;;004003;1;7;50;20;0;40.147
;001002;066;01;01;01;;001002;;8;10;11;;;003003;1;8;25;15;1;40.147
;001002;066;01;02;11;;003003;1;12;0;53;;;002004;1;12;10;10;0;40.147
;001002;066;01;03;53;;002004;1;12;55;11;;;003003;1;13;0;5;0;40.147
;001002;079;01;03;01;;001002;;17;0;33;;;002002;1;17;10;10;0;12.487
;001002;080;01;01;01;;001002;;7;45;11;;;007009;1;8;5;20;0;24.609
;001002;080;01;02;11;;007009;1;12;0;53;;;002001;1;12;10;10;0;24.609
;001002;080;01;03;53;;002001;1;13;30;11;;;007009;1;13;40;10;0;24.609
;001002;080;01;04;11;;007009;1;17;30;33;;;007009;1;17;45;15;0;24.609
;001002;092;01;06;51;;006005;;21;30;53;;;007006;1;21;35;5;1;25.457
;001002;092;02;01;01;;001002;;8;45;11;;;002004;1;8;55;10;1;25.457
;001002;092;02;06;51;;006005;;21;30;53;;;007006;1;21;35;5;1;25.457
;001002;096;01;04;01;;001002;;17;0;12;;;002004;1;17;20;20;0;34.599
;001002;106;01;07;53;;001002;;16;0;33;;;007004;1;16;30;30;0;40.147
;001002;161;01;01;01;;001002;;8;30;11;;;002003;1;8;45;15;0;34.599
;001002;161;01;02;11;;002003;1;13;30;53;;;002001;1;13;45;15;0;34.599
;001002;161;01;03;53;;002001;1;14;45;11;;;002003;1;15;0;15;0;34.599
;001002;171;01;01;01;;001002;;7;20;11;;;007006;1;7;30;10;0;40.147
;001002;180;01;01;01;;001002;;11;0;11;;;007009;1;11;5;5;0;34.599
;001002;183;01;01;01;;001002;;7;30;11;;;007051;1;7;35;5;1;24.609
;001002;197;01;04;01;;001002;;15;45;64;22;;007002;1;16;15;30;0;34.599
;001002;197;01;05;62;22;007002;1;17;0;51;;;007009;1;17;10;10;0;34.599
;001002;197;02;01;01;;001002;;15;45;64;22;;007002;1;16;15;30;0;34.599
;001002;197;02;02;62;22;007002;1;17;0;51;;;007009;1;17;10;10;0;34.599
;001003;005;01;02;33;;006005;;8;25;11;;;007007;1;8;30;5;0;34.599
;001003;005;01;04;42;;006005;;13;5;11;;;007007;1;13;15;10;0;34.599
;001003;005;02;01;01;;001003;;12;30;53;;;007009;1;12;35;5;0;34.599
;001003;006;03;01;01;;001003;;7;45;24;;;007009;1;7;55;10;0;24.609
;001003;006;03;03;01;;001003;;12;45;24;;;007009;1;12;55;10;0;24.609
;001003;006;03;05;01;;001003;;17;45;52;;;007009;1;18;0;15;0;24.609
;001003;012;01;03;01;;001003;;17;0;61;32;;002003;1;17;10;10;1;24.609
;001003;012;02;01;01;;001003;;8;50;24;;;007009;1;8;55;5;0;24.609
;001003;012;02;03;01;;001003;;13;50;24;;;007009;1;13;55;5;0;24.609
;001003;012;03;03;01;;001003;;17;0;32;;;002003;1;17;10;10;1;24.609
;001003;012;03;06;01;;001003;;22;30;51;;;002003;1;22;45;15;0;24.609
;001003;020;01;04;41;;006005;;16;30;54;;;007009;1;17;0;30;0;40.147
;001003;045;01;01;01;;001003;;8;45;11;;;002003;1;8;55;10;0;24.609
;001003;045;01;02;11;;002003;1;12;30;32;;;002002;1;12;40;10;0;24.609
;001003;045;01;03;32;;002002;1;13;10;52;;;002004;1;13;35;25;0;24.609
;001003;045;01;04;52;;002004;1;13;35;11;;;002003;1;14;0;25;0;24.609
;001003;045;03;01;01;;001003;;8;0;24;;;002002;1;8;5;5;0;24.609
;001003;050;01;01;01;;001003;;8;0;11;;;035002;2;8;40;40;1;40.147
;001003;050;01;03;54;;056001;;13;0;11;;;035002;2;13;20;20;1;40.147
;001003;051;02;05;01;;001003;;22;15;52;;;002003;1;22;30;15;0;34.599
;001003;053;01;01;01;;001003;;4;0;12;;;002003;1;4;15;15;0;24.609
;001003;053;01;02;12;;002003;1;5;15;11;;;002004;1;5;20;5;0;24.609
;001003;053;01;03;11;;002004;1;9;30;42;;;002003;1;9;40;10;0;24.609
;001003;057;02;01;01;;001003;;6;50;11;;;007051;1;7;0;10;0;21.725
;001003;057;04;01;01;;001003;;7;50;24;;;007009;1;8;0;10;0;21.725
;001003;060;01;01;01;;001003;;10;30;11;;;003003;1;10;50;20;0;40.147
;001003;060;01;03;01;;001003;;18;0;11;;;003003;1;18;30;30;0;40.147
;001003;069;01;01;01;;001003;;10;0;32;;;002001;1;10;15;15;1;40.147
;001003;069;01;02;32;;002001;1;11;0;33;;;002002;1;11;5;5;0;40.147
;001003;074;02;01;01;;001003;;8;20;11;;;007005;1;8;30;10;0;25.457
;001003;074;02;03;41;;027001;;16;45;32;;;002002;1;17;15;30;1;25.457
;001003;074;03;01;01;;001003;;7;40;24;;;007009;1;7;50;10;0;25.457
;001003;086;01;02;63;22;011001;;8;30;11;;;002003;1;9;2;32;0;34.599
;001003;086;01;03;11;;002003;1;13;0;33;;;002003;1;13;10;10;0;34.599
;001003;086;01;04;33;;002003;1;13;15;11;;;002003;1;13;20;5;0;34.599
;001003;093;01;01;01;;001003;;17;0;51;;;002001;1;17;20;20;1;34.599
;001003;093;02;04;33;;001003;;16;25;52;;;002001;1;16;45;20;0;34.599
;001003;093;02;05;52;;002001;1;16;45;31;;;002001;1;17;5;20;0;34.599
;001003;098;01;03;01;;001003;;14;0;33;;;002001;1;14;30;30;0;40.147
;001003;100;01;02;52;;001001;;9;35;33;;;002003;1;10;10;35;1;40.147
;001003;100;01;04;01;;001003;;15;0;54;;;003007;1;15;15;15;1;40.147
;001003;103;01;01;01;;001003;;8;0;11;;;035051;2;8;40;40;1;24.609
;001003;104;02;02;63;22;001001;;8;25;11;;;007006;1;8;50;25;0;25.457
;001003;112;01;03;01;;001003;;11;30;52;;;007003;1;12;15;45;0;40.147
;001003;114;01;01;01;;001003;;6;25;11;;;002003;1;6;45;20;0;40.147
;001003;136;01;01;01;;001003;;8;0;11;;;004002;1;8;20;20;1;40.147
;001003;136;01;02;11;;004002;1;13;0;33;;;004002;1;13;5;5;0;40.147
;001003;136;01;03;33;;004002;1;13;15;11;;;004002;1;13;20;5;0;40.147
;001003;151;01;05;01;;001003;;11;10;61;41;;003005;1;11;20;10;1;34.599
;001003;151;02;01;01;;001003;;11;10;41;;;003005;1;11;20;10;1;34.599
;001003;155;01;06;01;;001003;;20;10;51;;;002001;1;20;30;20;1;24.609
;001003;155;02;01;01;;001003;;18;0;51;;;002001;1;18;20;20;1;24.609
;001003;156;02;01;01;;001003;;10;0;52;;;004003;1;10;45;45;0;34.599
;001003;184;01;01;01;;001003;;10;0;52;;;007009;1;10;5;5;0;34.599
;001003;184;01;05;01;;001003;;19;15;52;;;007009;1;19;20;5;0;34.599
;001003;193;03;02;12;;011004;;12;30;12;;;004003;1;13;30;60;1;24.609
;001004;111;01;01;01;;001004;;9;0;12;;;002002;1;9;10;10;0;40.147
;001004;111;01;02;12;;002002;1;13;30;33;;;002001;1;13;40;10;0;40.147
;001004;111;01;03;33;;002001;1;14;10;12;;;002002;1;14;20;10;0;40.147
;005001;027;01;03;01;;005001;;12;45;64;24;;002002;1;12;50;5;1;54.415
;005001;027;03;01;01;;005001;;7;35;24;;;002002;1;7;50;15;0;54.415
;005001;027;03;03;01;;005001;;13;35;24;;;002002;1;13;50;15;0;54.415
;005001;042;01;01;01;;005001;;6;35;11;;;004002;1;7;0;25;1;63.338
;005001;042;01;03;01;;005001;;19;15;53;;;002003;1;19;45;30;1;63.338
;005001;049;02;01;01;;005001;;10;0;51;;;007007;1;10;30;30;0;63.338
;005001;051;01;03;51;;006005;;14;0;52;;;007051;1;15;0;60;0;74.525
;005001;056;01;02;63;21;006003;;8;15;11;;;003003;1;8;45;30;1;54.415
;005001;056;01;03;11;;003003;1;13;0;33;;;003003;1;13;5;5;0;54.415
;005001;056;01;04;33;;003003;1;13;10;11;;;003003;1;13;15;5;0;54.415
;005001;145;01;05;01;;005001;;20;15;53;;;002003;1;20;45;30;0;74.525
;005001;155;01;05;12;;096005;;17;30;12;;;002002;1;18;30;60;1;63.338
;005001;155;02;02;23;;016006;;18;0;02;;;002002;1;18;20;20;1;63.338
;005002;141;01;01;01;;005002;;9;0;11;;;002002;1;9;10;10;1;63.338
;005002;141;01;03;12;;026005;;10;45;12;;;002004;1;11;0;15;1;63.338
;005002;141;01;04;12;;002004;1;11;15;11;;;002002;1;11;20;5;0;63.338
;005002;141;01;05;11;;002002;1;14;0;53;;;002001;1;14;5;5;0;63.338
;005002;141;01;06;53;;002001;1;15;0;11;;;002002;1;15;5;5;0;63.338
;005002;141;01;09;12;;005001;;17;0;11;;;002002;1;17;10;10;1;63.338
;005002;141;01;10;11;;002002;1;19;0;42;;;002001;1;19;5;5;1;63.338
;005002;141;01;11;42;;002001;1;20;30;11;;;002002;1;20;35;5;1;63.338
;005002;141;02;01;01;;005002;;10;15;32;;;002001;1;10;35;20;0;63.338
;005002;141;02;02;32;;002001;1;11;15;32;;;002001;1;11;25;10;0;63.338
;005002;141;02;03;32;;002001;1;11;40;32;;;002002;1;11;55;15;0;63.338
;005002;150;02;04;01;;005002;;13;30;11;;;007006;1;13;45;15;0;88.417
;005002;150;02;05;11;;007006;1;14;15;12;;;002003;1;14;30;15;0;88.417
;005002;150;02;06;12;;002003;1;15;15;11;;;007006;1;15;30;15;0;88.417
;005002;172;02;01;01;;005002;;9;45;33;;;007003;1;10;0;15;0;34.702
;005002;172;03;01;01;;005002;;6;30;25;;;035004;2;7;40;70;1;34.702
;005003;054;01;03;01;;005003;;9;0;32;;;002001;1;9;15;15;1;74.525
;005003;064;01;04;11;;015003;;13;0;51;;;007002;1;19;10;370;1;74.525
;005003;115;01;01;01;;005003;;16;30;41;;;007009;1;16;35;5;0;63.338
;005003;115;01;02;41;;007009;1;17;10;33;;;007008;1;17;20;10;0;63.338
;005003;115;02;01;01;;005003;;16;30;41;;;007009;1;16;35;5;0;63.338
;005003;115;02;02;41;;007009;1;17;10;33;;;007008;1;17;20;10;0;63.338
;005003;134;01;01;01;;005003;;14;30;52;;;002001;1;15;15;45;0;63.338
;005003;134;01;02;52;;002001;1;15;15;51;;;002001;1;16;0;45;0;63.338
;005003;137;03;03;01;;005003;;18;0;51;;;007007;1;18;15;15;0;34.702
;005003;167;01;03;01;;005003;;17;30;53;;;002002;1;17;45;15;0;74.525
;005003;171;01;01;01;;005003;;10;0;41;;;007051;1;10;16;16;0;63.338
;005003;171;02;01;01;;005003;;10;0;61;41;;007051;1;10;15;15;0;63.338
;005004;023;02;02;63;54;011008;;13;50;42;;;007009;1;14;5;15;1;54.415
;005004;023;02;03;42;;007009;1;14;20;11;;;007003;1;14;30;10;0;54.415
;005004;032;01;01;01;;005004;;9;0;11;;;002001;1;9;20;20;0;63.338
;005004;032;02;04;25;;016004;;18;5;64;11;;002001;1;18;25;20;1;63.338
;005004;039;01;01;01;;005004;;13;30;52;;;004003;1;14;0;30;0;63.338
;005004;057;02;01;01;;005004;;7;45;11;;;003003;1;8;20;35;1;63.338
;005004;057;02;02;11;;003003;1;12;0;53;;;003004;1;12;5;5;0;63.338
;005004;057;02;03;53;;003004;1;13;25;11;;;003003;1;13;30;5;0;63.338
;005004;068;01;03;01;;005004;;14;0;32;;;002002;1;14;30;30;0;63.338
;005004;084;01;01;01;;005004;;17;0;54;;;004003;1;17;15;15;1;74.525
;005004;104;01;01;01;;005004;;10;0;33;;;002004;1;10;30;30;1;63.338
;005004;112;02;01;01;;005004;;9;0;11;;;007009;1;9;3;3;1;63.338
;005004;112;02;03;12;;009001;;12;0;53;;;007003;1;12;15;15;1;63.338
;005004;112;02;05;12;;019004;;17;0;11;;;007009;1;17;30;30;1;63.338
;005004;119;03;02;25;;024003;;14;0;52;;;002003;1;15;23;83;0;54.415
;005004;119;03;03;52;;002003;1;15;23;33;;;007003;1;16;45;82;0;54.415
;005004;144;01;01;01;;005004;;11;0;33;;;002002;1;11;15;15;0;54.415
;005004;164;01;01;01;;005004;;17;0;12;;;002003;1;17;15;15;1;74.525
;005005;019;01;02;63;51;005003;;11;0;51;;;007007;1;11;5;5;0;63.338
;005005;045;01;03;01;;005005;;9;40;52;;;002003;1;10;35;55;0;74.525
;005005;088;02;01;01;;005005;;9;45;41;;;002001;1;10;30;45;0;63.338
;005005;101;01;01;01;;005005;;8;20;11;;;004004;1;8;30;10;1;54.415
;005005;101;01;03;01;;005005;;13;30;11;;;004004;1;13;40;10;1;54.415
;005006;016;01;05;11;;005005;;15;0;42;;;007009;1;15;15;15;0;74.525
;005006;016;01;06;42;;007009;1;16;0;33;;;007009;1;16;5;5;0;74.525
;005006;026;01;02;63;21;017003;;8;25;11;;;007002;1;8;45;20;0;54.415
;005006;026;01;05;54;;005004;;17;40;11;;;007002;1;17;50;10;1;54.415
;005006;026;02;01;01;;005006;;7;45;42;;;002004;1;8;10;25;2;54.415
;005006;090;02;01;01;;005006;;13;0;52;;;002001;1;15;0;120;1;63.338
;005006;097;01;01;01;;005006;;10;0;43;;;003005;1;10;35;35;1;74.525
;005006;098;04;01;01;;005006;;7;45;24;;;007009;1;8;0;15;0;34.702
;005007;093;01;03;01;;005007;;18;15;33;;;007007;1;18;40;25;1;74.525
;006001;009;01;01;01;;006001;;10;0;53;;;007006;1;10;10;10;0;59.83
;006001;010;01;01;01;;006001;;8;15;11;;;002003;1;8;35;20;0;82.963
;006001;010;01;02;11;;002003;1;13;0;53;;;002003;1;13;5;5;0;82.963
;006001;010;01;03;53;;002003;1;14;0;11;;;002003;1;14;5;5;0;82.963
;006001;010;01;04;11;;002003;1;18;0;33;;;002002;1;18;10;10;0;82.963
;006001;052;02;03;01;;006001;;21;0;54;;;031003;2;21;20;20;1;52.507
;006001;067;01;01;01;;006001;;8;15;12;;;002002;1;8;30;15;1;30.318
;006001;067;02;02;63;22;006001;;8;30;43;;;002002;1;12;0;210;0;30.318
;006001;067;02;04;01;;006001;;13;30;43;;;002003;1;15;0;90;0;30.318
;006001;067;02;05;43;;002003;1;15;0;52;;;002002;1;15;30;30;0;30.318
;006001;076;01;02;63;22;005003;;7;45;33;;;035001;2;8;15;30;1;76.042
;006001;076;02;02;11;;021001;;12;0;53;;;002003;1;12;15;15;1;76.042
;006001;076;02;03;53;;002003;1;13;30;33;;;002001;1;13;32;2;0;76.042
;006001;076;02;05;11;;021001;;14;30;51;;;007006;1;14;55;25;1;76.042
;006001;101;02;01;01;;006001;;8;0;11;;;004004;1;8;40;40;2;52.507
;006001;101;02;02;11;;004004;1;13;0;53;;;004004;1;13;5;5;0;52.507
;006001;101;02;03;53;;004004;1;13;15;11;;;004004;1;13;20;5;0;52.507
;006001;101;02;04;11;;004004;1;17;0;32;;;002001;1;17;20;20;0;52.507
;006001;110;02;01;01;;006001;;9;30;42;;;002003;1;9;40;10;1;52.507
;006001;110;02;03;01;;006001;;15;30;42;;;002003;1;15;40;10;1;52.507
;006001;110;03;01;01;;006001;;8;30;11;;;002002;1;8;40;10;1;52.507
;006001;110;03;02;11;;002002;1;12;30;53;;;002003;1;12;35;5;0;52.507
;006001;110;03;03;53;;002003;1;13;25;11;;;002002;1;13;30;5;0;52.507
;006001;119;02;06;01;;006001;;15;30;52;;;007007;1;16;0;30;0;76.042
;006001;119;03;03;01;;006001;;15;30;52;;;007007;1;16;0;30;1;76.042
;006001;119;04;03;01;;006001;;15;30;52;;;007007;1;16;0;30;1;76.042
;006002;094;01;01;01;;006002;;8;30;41;;;003008;1;9;0;30;1;82.963
;006002;121;01;01;01;;006002;;15;5;32;;;002003;1;15;20;15;1;59.83
;006002;140;01;03;01;;006002;;16;30;61;51;;035002;2;16;50;20;1;30.318
;006002;140;03;03;01;;006002;;16;30;51;;;035002;2;16;50;20;1;30.318
;006003;016;01;01;01;;006003;;11;15;11;;;007009;1;11;25;10;1;82.963
;006003;016;01;02;11;;007009;1;14;0;53;;;002003;1;14;10;10;0;82.963
;006003;016;01;03;53;;002003;1;14;45;11;;;007009;1;14;55;10;0;82.963
;006003;017;01;04;12;;005003;;14;45;12;;;003005;1;15;0;15;1;59.83
;006003;019;01;01;01;;006003;;9;30;34;;;035001;2;10;25;55;2;52.507
;006003;022;01;02;63;22;006005;;8;25;11;;;007001;1;8;35;10;1;76.042
;006003;022;02;02;63;21;006005;;9;0;11;;;007006;1;9;20;20;1;76.042
;006003;026;01;03;53;;017001;;13;15;11;;;002004;1;13;30;15;0;82.963
;006003;050;01;01;01;;006003;;13;5;51;;;002002;1;13;30;25;1;82.963
;006003;062;01;01;01;;006003;;10;0;33;;;002003;1;10;30;30;0;59.83
;006003;062;02;01;01;;006003;;10;0;32;;;002001;1;10;10;10;1;59.83
;006003;062;02;03;01;;006003;;14;0;61;51;;002002;1;14;7;7;1;59.83
;006003;071;02;02;63;22;005001;;8;40;11;;;007006;1;9;0;20;1;76.042
;006003;114;01;03;01;;006003;;18;0;02;;;004003;1;18;35;35;0;82.963
;006003;132;01;01;01;;006003;;9;30;11;;;003007;1;10;0;30;1;82.963
;006004;046;01;02;51;;006004;;15;30;33;;;002001;1;15;40;10;0;59.83
;006004;064;02;03;01;;006004;;16;30;54;;;007005;1;16;40;10;1;52.507
;006004;070;01;01;01;;006004;;9;0;11;;;002002;1;9;20;20;0;59.83
;006004;070;02;01;01;;006004;;7;45;11;;;002002;1;8;10;25;0;59.83
;006004;074;01;01;01;;006004;;14;0;54;;;002003;1;14;30;30;0;82.963
;006004;074;01;02;54;;002003;1;15;30;33;;;002002;1;15;45;15;0;82.963
;006004;107;03;04;54;;006005;;17;0;32;;;002001;1;17;15;15;1;76.042
;006004;113;01;01;01;;006004;;6;0;54;;;003008;1;6;5;5;1;59.83
;006004;113;01;03;01;;006004;;12;0;51;;;003008;1;12;10;10;1;59.83
;006005;013;02;03;01;;006005;;9;45;51;;;007007;1;10;0;15;0;59.83
;006005;043;02;01;01;;006005;;8;15;11;;;007006;1;8;25;10;0;59.83
;006005;043;02;03;01;;006005;;13;50;11;;;007006;1;14;1;11;0;59.83
;006005;056;01;01;01;;006005;;15;30;33;;;002001;1;16;0;30;1;82.963
;006005;079;02;06;63;22;005001;;13;25;32;;;002002;1;13;45;20;0;30.318
;006005;085;03;03;01;;006005;;14;0;54;;;007006;1;14;10;10;0;30.318
;008001;008;01;02;54;;005006;;11;30;33;;;002001;1;12;30;60;0;107.525
;008001;008;01;04;01;;008001;;17;0;52;;;002001;1;18;0;60;0;107.525
;008001;013;01;05;01;;008001;;15;0;42;;;002001;1;15;30;30;1;62.617
;008001;027;01;02;42;;008003;;10;0;52;;;002002;1;11;0;60;1;107.525
;008001;027;01;04;01;;008001;;15;0;32;;;002002;1;15;10;10;1;107.525
;008001;027;01;05;32;;002002;1;16;10;33;;;002002;1;16;15;5;0;107.525
;008001;027;01;07;01;;008001;;17;45;33;;;002002;1;17;55;10;1;107.525
;008001;032;02;01;01;;008001;;14;30;52;;;002003;1;15;30;60;1;62.617
;008001;052;03;02;12;;011004;;16;55;12;;;002004;1;17;30;35;1;54.998
;008001;072;01;01;01;;008001;;10;0;34;;;002004;1;10;30;30;0;107.525
;008001;072;01;04;54;;008005;;15;30;41;;;003002;1;16;0;30;0;107.525
;008001;093;01;04;01;;008001;;12;30;11;;;007001;1;12;40;10;1;54.998
;008001;093;02;01;01;;008001;;13;0;11;;;002001;1;13;20;20;1;54.998
;008002;001;01;01;01;;008002;;26;0;11;;;031004;2;26;12;12;1;54.998
;008002;018;02;02;11;;017003;;7;30;12;;;002002;1;7;50;20;1;61.82
;008002;036;03;01;01;;008002;;9;0;33;;;002004;1;9;30;30;1;108.386
;008002;036;06;05;01;;008002;;17;55;51;;;035001;2;18;55;60;1;108.386
;008002;066;01;04;01;;008002;;15;30;31;;;002001;1;15;50;20;0;62.617
;008002;066;01;05;31;;002001;1;16;20;33;;;002003;1;16;25;5;0;62.617
;008002;066;02;01;01;;008002;;8;40;51;;;002004;1;8;55;15;0;62.617
;008002;066;02;03;01;;008002;;15;30;31;;;002001;1;15;50;20;0;62.617
;008002;066;02;04;31;;002001;1;16;20;33;;;002003;1;16;25;5;0;62.617
;008002;067;01;08;51;;014004;;16;30;32;;;007004;1;16;50;20;1;107.525
;008002;067;01;14;51;;023005;;19;45;51;;;004003;1;20;5;20;1;107.525
;008002;067;01;15;51;;004003;1;22;0;53;;;002003;1;22;5;5;1;107.525
;008002;068;01;01;01;;008002;;7;50;11;;;035001;2;8;30;40;1;107.525
;008002;068;01;02;11;;035001;2;12;15;53;;;035001;2;12;20;5;0;107.525
;008002;068;01;03;53;;035001;2;12;55;11;;;035001;2;13;0;5;0;107.525
;008002;083;01;04;63;41;008003;;18;30;41;;;003002;1;18;45;15;1;54.998
;008002;084;01;01;01;;008002;;14;30;33;;;002001;1;14;45;15;1;62.617
;008002;089;02;01;01;;008002;;9;0;11;;;007001;1;9;30;30;1;62.617
;008002;089;02;02;11;;007001;1;14;0;12;;;003008;1;14;20;20;1;62.617
;008002;089;02;03;12;;003008;1;16;30;11;;;007001;1;16;50;20;1;62.617
;008002;101;02;04;62;01;025006;;14;25;61;41;;002002;1;14;55;30;1;62.617
;008002;101;02;05;61;41;002002;1;14;55;33;;;002002;1;15;0;5;0;62.617
;008002;111;01;01;01;;008002;;7;30;11;;;007003;1;7;45;15;0;54.998
;008002;111;01;02;11;;007003;1;12;30;53;;;002001;1;12;35;5;0;54.998
;008002;111;01;03;53;;002001;1;13;15;11;;;007003;1;13;20;5;0;54.998
;008002;117;01;01;01;;008002;;10;0;42;;;003008;1;10;15;15;0;62.617
;008002;117;01;04;01;;008002;;14;30;61;41;;003005;1;14;50;20;1;62.617
;008002;117;01;05;61;41;003005;1;16;30;61;33;;003007;1;16;45;15;1;62.617
;008002;117;02;01;01;;008002;;14;30;41;;;003005;1;14;50;20;1;62.617
;008002;117;02;02;41;;003005;1;16;30;33;;;003007;1;16;45;15;1;62.617
;008002;130;03;01;01;;008002;;7;20;24;;;007009;1;8;0;40;1;61.82
;008002;130;03;02;24;;007009;1;12;0;33;;;002004;1;12;10;10;0;61.82
;008002;130;03;03;33;;002004;1;12;50;24;;;007009;1;13;0;10;0;61.82
;008002;130;03;04;24;;007009;1;17;0;54;;;007003;1;17;15;15;0;61.82
;008002;130;04;01;01;;008002;;8;40;24;;;007001;1;9;0;20;1;61.82
;008002;130;04;03;01;;008002;;12;10;24;;;007001;1;12;30;20;1;61.82
;008002;130;04;05;54;;006001;;14;30;24;;;007001;1;14;55;25;0;61.82
;008002;130;04;08;01;;008002;;16;45;51;;;002004;1;16;55;10;1;61.82
;008002;146;03;04;25;;020001;;19;30;54;;;002003;1;20;0;30;1;54.998
;008002;152;02;03;01;;008002;;17;15;51;;;002002;1;17;45;30;0;62.617
;008002;664;01;02;11;;008002;;14;0;54;;;003003;1;14;25;25;0;107.525
;008002;702;02;01;01;;008002;;13;0;52;;;002001;1;13;45;45;1;62.617
;008002;702;02;02;52;;002001;1;13;45;33;;;002001;1;14;30;45;0;62.617
;008002;702;02;03;33;;002001;1;14;50;43;;;002004;1;15;0;10;0;62.617
;008003;028;01;02;33;;008004;;15;50;52;;;002002;1;16;25;35;0;62.617
;008003;028;02;02;33;;008004;;15;50;52;;;002002;1;16;25;35;0;62.617
;008003;034;01;05;01;;008003;;16;15;52;;;004002;1;16;45;30;0;62.617
;008003;034;02;05;01;;008003;;16;15;52;;;004002;1;16;45;30;0;62.617
;008003;085;01;08;11;;005006;;20;0;54;;;007006;1;20;10;10;1;62.617
;008003;085;01;10;53;;001001;;21;20;54;;;007006;1;21;40;20;0;62.617
;008003;085;02;01;01;;008003;;9;15;11;;;007006;1;9;25;10;1;62.617
;008003;085;02;03;42;;006005;;10;20;11;;;007006;1;10;30;10;0;62.617
;008003;085;02;05;42;;005002;;11;20;11;;;007006;1;11;30;10;1;62.617
;008003;085;02;08;42;;015001;;18;15;11;;;007006;1;18;30;15;1;62.617
;008003;085;02;10;53;;001001;;21;20;11;;;007006;1;21;40;20;0;62.617
;008003;104;01;03;01;;008003;;9;0;11;;;003006;1;9;15;15;1;54.998
;008003;104;02;01;01;;008003;;9;0;42;;;003006;1;9;15;15;1;54.998
;008003;104;02;02;42;;003006;1;9;50;33;;;004004;1;10;0;10;0;54.998
;008003;139;01;01;01;;008003;;15;0;54;;;002003;1;15;5;5;1;62.617
;008003;139;01;02;54;;002003;1;18;0;31;;;002004;1;18;5;5;0;62.617
;008003;139;02;01;01;;008003;;15;0;54;;;002003;1;15;5;5;1;62.617
;008003;139;02;02;54;;002003;1;18;0;31;;;002004;1;18;5;5;0;62.617
;008004;074;01;04;01;;008004;;14;0;33;;;002001;1;14;5;5;0;242.446
;008004;096;03;01;01;;008004;;8;50;11;;;002004;1;9;0;10;0;54.998
;008004;096;03;03;01;;008004;;13;45;11;;;002004;1;14;0;15;0;54.998
;008005;070;01;01;01;;008005;;14;0;33;;;007002;1;14;40;40;1;107.525
;008005;077;01;03;01;;008005;;13;30;12;;;002004;1;13;45;15;0;62.617
;008005;077;01;04;12;;002004;1;16;10;33;;;002001;1;16;13;3;0;62.617
;008005;077;02;01;01;;008005;;14;40;41;;;007001;1;15;0;20;0;62.617
