Zonage_bis_ZONE_MORPHO;ZONE;NUMECH;P01;D1;D2_A;D2_B;D3;Zonage_bis_1_ZONE_MORPHO;D4H;D4M;D5_A;D5_B;D6;D7;Zonage_bis_2_ZONE_MORPHO;D8H;D8M;D9;D10;COEP
;001001;037;01;09;53;;002001;1;24;15;01;;;001001;;24;40;25;0;40.147
;001001;038;01;02;52;;004002;1;12;15;01;;;001001;;12;30;15;0;40.147
;001001;038;01;04;52;;007006;1;15;35;01;;;001001;;16;10;35;0;40.147
;001001;072;01;02;41;;003005;1;11;20;42;;;017002;;11;45;25;1;25.457
;001001;072;01;04;33;;002004;1;12;30;01;;;001001;;13;0;30;0;25.457
;001001;072;02;02;51;;007003;1;11;45;01;;;001001;;12;0;15;1;25.457
;001001;105;01;02;12;;002004;1;13;0;53;;;002004;1;13;5;5;0;40.147
;001001;105;01;03;53;;002004;1;14;30;12;;;002004;1;14;35;5;0;40.147
;001001;105;01;04;12;;002004;1;17;0;01;;;001001;;17;20;20;0;40.147
;001001;119;01;03;42;;007004;1;9;50;54;;;008004;;10;0;10;0;40.147
;001001;120;01;02;41;;007006;1;8;0;41;;;024007;;8;15;15;1;40.147
;001001;137;01;02;11;;007002;1;20;30;01;;;001001;;20;45;15;0;34.599
;001001;149;01;02;41;;002004;1;10;45;01;;;001001;;11;30;45;1;40.147
;001001;160;02;02;11;;003005;1;12;0;01;;;001001;;12;20;20;0;34.599
;001001;160;02;04;11;;003005;1;17;30;33;;;017004;;18;0;30;1;34.599
;001001;160;02;06;33;;003003;1;18;40;01;;;001001;;18;55;15;1;34.599
;001001;179;01;02;11;;007009;1;11;30;31;;;002001;1;11;40;10;0;40.147
;001001;179;01;03;31;;002001;1;12;20;11;;;007009;1;12;30;10;0;40.147
;001001;179;01;04;11;;007009;1;17;30;01;;;001001;;17;35;5;0;40.147
;001002;009;01;02;62;02;007006;1;8;0;01;;;001002;;8;15;15;0;24.609
;001002;009;02;01;02;;007006;1;8;0;01;;;001002;;8;15;15;0;24.609
;001002;013;01;02;11;;031002;2;12;0;01;;;001002;;12;30;30;1;25.457
;001002;013;02;02;11;;002002;1;12;0;01;;;001002;;12;10;10;0;25.457
;001002;013;02;04;11;;002002;1;18;0;01;;;001002;;18;10;10;0;25.457
;001002;013;03;02;24;;007009;1;12;0;01;;;001002;;12;10;10;0;25.457
;001002;013;03;04;24;;007009;1;17;0;01;;;001002;;17;10;10;0;25.457
;001002;023;03;06;51;;002004;1;16;0;01;;;001002;;16;30;30;1;24.609
;001002;049;02;05;33;;035001;2;14;35;01;;;001002;;15;0;25;1;34.599
;001002;058;03;02;24;;007009;1;13;30;01;;;001002;;13;40;10;0;12.487
;001002;058;03;04;24;;007009;1;18;15;01;;;001002;;18;25;10;0;12.487
;001002;061;01;02;54;;004003;1;16;0;33;;;001002;;16;20;20;0;40.147
;001002;066;01;02;11;;003003;1;12;0;53;;;002004;1;12;10;10;0;40.147
;001002;066;01;03;53;;002004;1;12;55;11;;;003003;1;13;0;5;0;40.147
;001002;066;01;04;11;;003003;1;17;45;01;;;001002;;18;5;20;0;40.147
;001002;079;01;04;33;;002002;1;18;30;01;;;001002;;18;40;10;0;12.487
;001002;080;01;02;11;;007009;1;12;0;53;;;002001;1;12;10;10;0;24.609
;001002;080;01;03;53;;002001;1;13;30;11;;;007009;1;13;40;10;0;24.609
;001002;080;01;04;11;;007009;1;17;30;33;;;007009;1;17;45;15;0;24.609
;001002;080;01;05;33;;007009;1;17;50;32;;;006005;;17;55;5;0;24.609
;001002;092;01;07;53;;007006;1;23;30;01;;;001002;;23;35;5;1;25.457
;001002;092;02;02;11;;002004;1;13;45;01;;;001002;;13;55;10;1;25.457
;001002;092;02;07;53;;007006;1;23;30;01;;;001002;;23;35;5;1;25.457
;001002;096;01;05;12;;002004;1;20;15;01;;;001002;;20;45;30;0;34.599
;001002;106;01;08;33;;007004;1;17;30;01;;;001002;;18;0;30;0;40.147
;001002;161;01;02;11;;002003;1;13;30;53;;;002001;1;13;45;15;0;34.599
;001002;161;01;03;53;;002001;1;14;45;11;;;002003;1;15;0;15;0;34.599
;001002;161;01;04;11;;002003;1;21;0;01;;;001002;;21;15;15;0;34.599
;001002;171;01;02;11;;007006;1;17;0;01;;;001002;;17;10;10;1;40.147
;001002;180;01;02;11;;007009;1;18;45;51;;;040001;;19;5;20;1;34.599
;001002;183;01;02;11;;007051;1;16;0;01;;;001002;;16;5;5;1;24.609
;001002;197;01;05;62;22;007002;1;17;0;51;;;007009;1;17;10;10;0;34.599
;001002;197;01;06;51;;007009;1;17;45;01;;;001002;;18;0;15;0;34.599
;001002;197;02;02;62;22;007002;1;17;0;51;;;007009;1;17;10;10;0;34.599
;001002;197;02;03;51;;007009;1;17;45;01;;;001002;;18;0;15;0;34.599
;001003;005;01;03;11;;007007;1;12;30;42;;;006005;;12;40;10;0;34.599
;001003;005;01;05;11;;007007;1;17;45;33;;;006005;;17;50;5;0;34.599
;001003;005;02;02;53;;007009;1;12;40;71;01;;001003;;12;45;5;0;34.599
;001003;006;03;02;24;;007009;1;12;0;01;;;001003;;12;15;15;0;24.609
;001003;006;03;04;24;;007009;1;17;0;01;;;001003;;17;15;15;0;24.609
;001003;006;03;06;52;;007009;1;19;55;01;;;001003;;20;10;15;0;24.609
;001003;012;01;04;63;32;002003;1;19;20;33;;;006005;;19;30;10;1;24.609
;001003;012;02;02;24;;007009;1;12;10;01;;;001003;;12;15;5;0;24.609
;001003;012;02;04;24;;007009;1;16;0;01;;;001003;;16;5;5;0;24.609
;001003;012;03;04;32;;002003;1;18;30;51;;;017001;;18;45;15;1;24.609
;001003;012;03;07;51;;002003;1;27;15;01;;;001003;;27;30;15;0;24.609
;001003;020;01;05;54;;007009;1;17;50;01;;;001003;;18;10;20;0;40.147
;001003;045;01;02;11;;002003;1;12;30;32;;;002002;1;12;40;10;0;24.609
;001003;045;01;03;32;;002002;1;13;10;52;;;002004;1;13;35;25;0;24.609
;001003;045;01;04;52;;002004;1;13;35;11;;;002003;1;14;0;25;0;24.609
;001003;045;01;05;11;;002003;1;18;0;01;;;001003;;18;10;10;0;24.609
;001003;045;03;02;24;;002002;1;12;0;01;;;001003;;12;5;5;0;24.609
;001003;050;01;02;11;;035002;2;11;50;54;;;056001;;12;10;20;1;40.147
;001003;050;01;04;11;;035002;2;17;0;01;;;001003;;17;50;50;1;40.147
;001003;051;02;06;52;;002003;1;22;30;01;;;001003;;22;45;15;0;34.599
;001003;053;01;02;12;;002003;1;5;15;11;;;002004;1;5;20;5;0;24.609
;001003;053;01;03;11;;002004;1;9;30;42;;;002003;1;9;40;10;0;24.609
;001003;053;01;04;42;;002003;1;9;42;01;;;001003;;9;52;10;0;24.609
;001003;057;02;02;11;;007051;1;13;50;01;;;001003;;14;0;10;0;21.725
;001003;057;04;02;24;;007009;1;17;0;01;;;001003;;17;10;10;0;21.725
;001003;060;01;02;11;;003003;1;15;30;01;;;001003;;15;50;20;0;40.147
;001003;060;01;04;11;;003003;1;22;30;01;;;001003;;22;50;20;0;40.147
;001003;069;01;02;32;;002001;1;11;0;33;;;002002;1;11;5;5;0;40.147
;001003;069;01;03;33;;002002;1;11;45;01;;;001003;;12;30;45;0;40.147
;001003;074;02;02;11;;007005;1;15;0;41;;;027001;;16;0;60;1;25.457
;001003;074;02;04;32;;002002;1;17;45;41;;;001003;;18;0;15;0;25.457
;001003;074;03;02;24;;007009;1;16;30;01;;;001003;;16;40;10;0;25.457
;001003;086;01;03;11;;002003;1;13;0;33;;;002003;1;13;10;10;0;34.599
;001003;086;01;04;33;;002003;1;13;15;11;;;002003;1;13;20;5;0;34.599
;001003;086;01;05;11;;002003;1;18;0;01;;;001003;;18;30;30;0;34.599
;001003;093;01;02;51;;002001;1;20;30;01;;;001003;;21;0;30;1;34.599
;001003;093;02;05;52;;002001;1;16;45;31;;;002001;1;17;5;20;0;34.599
;001003;093;02;06;31;;002001;1;18;0;01;;;001003;;19;5;65;0;34.599
;001003;098;01;04;33;;002001;1;16;0;01;;;001003;;16;30;30;0;40.147
;001003;100;01;03;33;;002003;1;10;45;01;;;001003;;11;0;15;1;40.147
;001003;100;01;05;54;;003007;1;17;0;01;;;001003;;17;15;15;1;40.147
;001003;103;01;02;11;;035051;2;17;25;01;;;001003;;18;10;45;1;24.609
;001003;104;02;03;11;;007006;1;15;30;01;;;001003;;16;0;30;0;25.457
;001003;112;01;04;52;;007003;1;12;15;01;;;001003;;13;0;45;0;40.147
;001003;114;01;02;11;;002003;1;11;0;01;;;001003;;11;15;15;0;40.147
;001003;136;01;02;11;;004002;1;13;0;33;;;004002;1;13;5;5;0;40.147
;001003;136;01;03;33;;004002;1;13;15;11;;;004002;1;13;20;5;0;40.147
;001003;136;01;04;11;;004002;1;17;30;01;;;001003;;18;15;45;1;40.147
;001003;151;01;06;61;41;003005;1;12;30;01;;;001003;;12;40;10;1;34.599
;001003;151;02;02;41;;003005;1;12;30;01;;;001003;;12;40;10;1;34.599
;001003;155;01;07;51;;002001;1;23;30;01;;;001003;;23;55;25;0;24.609
;001003;155;02;02;51;;002001;1;19;50;01;;;001003;;20;15;25;0;24.609
;001003;156;02;02;52;;004003;1;10;45;33;;;001001;;11;30;45;0;34.599
;001003;184;01;02;52;;007009;1;10;5;01;;;001003;;10;10;5;0;34.599
;001003;184;01;06;52;;007009;1;19;20;01;;;001003;;19;25;5;0;34.599
;001003;193;03;03;12;;004003;1;16;0;01;;;001003;;16;40;40;2;24.609
;001004;111;01;02;12;;002002;1;13;30;33;;;002001;1;13;40;10;0;40.147
;001004;111;01;03;33;;002001;1;14;10;12;;;002002;1;14;20;10;0;40.147
;001004;111;01;04;12;;002002;1;16;0;53;;;001004;;16;15;15;0;40.147
;005001;027;01;04;62;24;002002;1;13;0;01;;;005001;;13;10;10;1;54.415
;005001;027;03;02;24;;002002;1;13;0;01;;;005001;;13;10;10;1;54.415
;005001;027;03;04;24;;002002;1;17;30;01;;;005001;;17;50;20;0;54.415
;005001;042;01;02;11;;004002;1;17;30;01;;;005001;;18;15;45;1;63.338
;005001;042;01;04;53;;002003;1;24;0;01;;;005001;;24;30;30;1;63.338
;005001;049;02;02;51;;007007;1;12;0;01;;;005001;;12;30;30;0;63.338
;005001;051;01;04;52;;007051;1;15;0;01;;;005001;;16;0;60;0;74.525
;005001;056;01;03;11;;003003;1;13;0;33;;;003003;1;13;5;5;0;54.415
;005001;056;01;04;33;;003003;1;13;10;11;;;003003;1;13;15;5;0;54.415
;005001;056;01;05;11;;003003;1;18;0;64;54;;005001;;18;30;30;1;54.415
;005001;145;01;06;53;;002003;1;22;40;01;;;005001;;23;0;20;0;74.525
;005001;155;01;06;12;;002002;1;19;0;01;;;005001;;19;20;20;1;63.338
;005002;141;01;02;11;;002002;1;9;15;12;;;026005;;9;45;30;1;63.338
;005002;141;01;04;12;;002004;1;11;15;11;;;002002;1;11;20;5;0;63.338
;005002;141;01;05;11;;002002;1;14;0;53;;;002001;1;14;5;5;0;63.338
;005002;141;01;06;53;;002001;1;15;0;11;;;002002;1;15;5;5;0;63.338
;005002;141;01;07;11;;002002;1;15;10;12;;;039004;;15;30;20;1;63.338
;005002;141;01;10;11;;002002;1;19;0;42;;;002001;1;19;5;5;1;63.338
;005002;141;01;11;42;;002001;1;20;30;11;;;002002;1;20;35;5;1;63.338
;005002;141;01;12;11;;002002;1;20;35;01;;;005002;;20;40;5;1;63.338
;005002;141;02;02;32;;002001;1;11;15;32;;;002001;1;11;25;10;0;63.338
;005002;141;02;03;32;;002001;1;11;40;32;;;002002;1;11;55;15;0;63.338
;005002;141;02;04;32;;002002;1;12;0;01;;;005002;;12;20;20;0;63.338
;005002;150;02;05;11;;007006;1;14;15;12;;;002003;1;14;30;15;0;88.417
;005002;150;02;06;12;;002003;1;15;15;11;;;007006;1;15;30;15;0;88.417
;005002;150;02;07;11;;007006;1;18;30;01;;;005002;;18;45;15;0;88.417
;005002;172;02;02;33;;007003;1;10;45;01;;;005002;;11;0;15;0;34.702
;005002;172;03;02;25;;035004;2;16;0;01;;;005002;;17;20;80;1;34.702
;005003;054;01;04;32;;002001;1;9;45;01;;;005003;;10;0;15;1;74.525
;005003;064;01;05;51;;007002;1;22;0;01;;;005003;;22;10;10;1;74.525
;005003;115;01;02;41;;007009;1;17;10;33;;;007008;1;17;20;10;0;63.338
;005003;115;01;03;33;;007008;1;17;35;01;;;005003;;17;40;5;0;63.338
;005003;115;02;02;41;;007009;1;17;10;33;;;007008;1;17;20;10;0;63.338
;005003;115;02;03;33;;007008;1;17;35;01;;;005003;;17;40;5;0;63.338
;005003;134;01;02;52;;002001;1;15;15;51;;;002001;1;16;0;45;0;63.338
;005003;134;01;03;51;;002001;1;18;40;01;;;005003;;19;10;30;0;63.338
;005003;137;03;04;51;;007007;1;20;0;01;;;005003;;20;15;15;0;34.702
;005003;167;01;04;53;;002002;1;18;30;01;;;005003;;18;40;10;0;74.525
;005003;171;01;02;41;;007051;1;25;30;01;;;005003;;25;55;25;0;63.338
;005003;171;02;02;61;41;007051;1;25;30;01;;;005003;;25;55;25;0;63.338
;005004;023;02;03;42;;007009;1;14;20;11;;;007003;1;14;30;10;0;54.415
;005004;023;02;04;11;;007003;1;17;30;01;;;005004;;18;0;30;0;54.415
;005004;032;01;02;11;;002001;1;18;30;01;;;005004;;18;45;15;1;63.338
;005004;032;02;05;62;11;002001;1;18;30;01;;;005004;;18;45;15;1;63.338
;005004;039;01;02;52;;004003;1;14;0;01;;;005004;;14;30;30;0;63.338
;005004;057;02;02;11;;003003;1;12;0;53;;;003004;1;12;5;5;0;63.338
;005004;057;02;03;53;;003004;1;13;25;11;;;003003;1;13;30;5;0;63.338
;005004;057;02;04;11;;003003;1;17;45;33;;;005006;;18;20;35;1;63.338
;005004;068;01;04;32;;002002;1;15;30;01;;;005004;;16;0;30;0;63.338
;005004;084;01;02;54;;004003;1;18;0;01;;;005004;;18;15;15;1;74.525
;005004;104;01;02;33;;002004;1;12;0;01;;;005004;;12;30;30;1;63.338
;005004;112;02;02;11;;007009;1;10;0;12;;;009001;;12;0;120;1;63.338
;005004;112;02;04;53;;007003;1;13;0;12;;;019004;;13;30;30;1;63.338
;005004;112;02;06;11;;007009;1;19;55;01;;;005004;;20;0;5;1;63.338
;005004;119;03;03;52;;002003;1;15;23;33;;;007003;1;16;45;82;0;54.415
;005004;119;03;04;33;;007003;1;16;50;01;;;005004;;17;10;20;0;54.415
;005004;144;01;02;33;;002002;1;11;30;01;;;005004;;11;40;10;1;54.415
;005004;164;01;02;12;;002003;1;20;0;01;;;005004;;20;20;20;1;74.525
;005005;019;01;03;51;;007007;1;12;0;64;51;;005003;;12;5;5;0;63.338
;005005;045;01;04;52;;002003;1;10;35;01;;;005005;;11;30;55;0;74.525
;005005;088;02;02;41;;002001;1;11;0;01;;;005005;;11;30;30;0;63.338
;005005;101;01;02;11;;004004;1;12;30;01;;;005005;;12;40;10;1;54.415
;005005;101;01;04;11;;004004;1;17;30;01;;;005005;;17;40;10;1;54.415
;005006;016;01;06;42;;007009;1;16;0;33;;;007009;1;16;5;5;0;74.525
;005006;016;01;07;33;;007009;1;16;20;11;;;005005;;16;35;15;0;74.525
;005006;026;01;03;11;;007002;1;15;0;01;;;005006;;15;20;20;0;54.415
;005006;026;01;06;11;;007002;1;23;20;01;;;005006;;23;30;10;1;54.415
;005006;026;02;02;42;;002004;1;8;45;51;;;030003;;9;20;35;1;54.415
;005006;090;02;02;52;;002001;1;15;0;01;;;005006;;17;0;120;1;63.338
;005006;097;01;02;43;;003005;1;10;50;01;;;005006;;11;30;40;1;74.525
;005006;098;04;02;24;;007009;1;18;0;01;;;005006;;18;15;15;0;34.702
;005007;093;01;04;33;;007007;1;18;50;01;;;005007;;19;25;35;0;74.525
;006001;009;01;02;53;;007006;1;10;20;33;;;006003;;10;35;15;0;59.83
;006001;010;01;02;11;;002003;1;13;0;53;;;002003;1;13;5;5;0;82.963
;006001;010;01;03;53;;002003;1;14;0;11;;;002003;1;14;5;5;0;82.963
;006001;010;01;04;11;;002003;1;18;0;33;;;002002;1;18;10;10;0;82.963
;006001;010;01;05;33;;002002;1;18;20;01;;;006001;;18;30;10;0;82.963
;006001;067;01;02;12;;002002;1;20;5;01;;;006001;;20;15;10;1;30.318
;006001;067;02;03;43;;002002;1;12;2;01;;;006001;;12;20;18;0;30.318
;006001;067;02;05;43;;002003;1;15;0;52;;;002002;1;15;30;30;0;30.318
;006001;067;02;06;52;;002002;1;15;30;01;;;006001;;16;0;30;0;30.318
;006001;076;01;03;33;;035001;2;8;35;11;;;068005;;9;30;55;1;76.042
;006001;076;02;03;53;;002003;1;13;30;33;;;002001;1;13;32;2;0;76.042
;006001;076;02;04;33;;002001;1;13;45;11;;;021001;;14;5;20;1;76.042
;006001;076;02;06;51;;007006;1;17;0;33;;;005001;;17;15;15;1;76.042
;006001;101;02;02;11;;004004;1;13;0;53;;;004004;1;13;5;5;0;52.507
;006001;101;02;03;53;;004004;1;13;15;11;;;004004;1;13;20;5;0;52.507
;006001;101;02;04;11;;004004;1;17;0;32;;;002001;1;17;20;20;0;52.507
;006001;101;02;05;32;;002001;1;17;45;01;;;006001;;18;15;30;1;52.507
;006001;110;02;02;42;;002003;1;12;40;01;;;006001;;12;50;10;1;52.507
;006001;110;02;04;42;;002003;1;17;10;01;;;006001;;17;20;10;1;52.507
;006001;110;03;02;11;;002002;1;12;30;53;;;002003;1;12;35;5;0;52.507
;006001;110;03;03;53;;002003;1;13;25;11;;;002002;1;13;30;5;0;52.507
;006001;110;03;04;11;;002002;1;18;5;01;;;006001;;18;15;10;1;52.507
;006001;119;02;07;52;;007007;1;16;0;01;;;006001;;16;30;30;0;76.042
;006001;119;03;04;52;;007007;1;16;0;01;;;006001;;16;30;30;1;76.042
;006001;119;04;04;52;;007007;1;16;0;01;;;006001;;16;30;30;1;76.042
;006002;054;02;03;33;;002002;1;18;15;01;;;006002;;18;30;15;1;59.83
;006002;094;01;02;41;;003008;1;10;0;01;;;006002;;10;30;30;1;82.963
;006002;121;01;02;32;;002003;1;17;10;01;;;006002;;17;30;20;1;59.83
;006002;140;01;04;61;51;035002;2;19;15;01;;;006002;;19;35;20;1;30.318
;006002;140;03;04;51;;035002;2;19;15;01;;;006002;;19;35;20;1;30.318
;006003;016;01;02;11;;007009;1;14;0;53;;;002003;1;14;10;10;0;82.963
;006003;016;01;03;53;;002003;1;14;45;11;;;007009;1;14;55;10;0;82.963
;006003;016;01;04;11;;007009;1;19;30;01;;;006003;;19;40;10;1;82.963
;006003;017;01;05;12;;003005;1;17;0;12;;;033004;;17;20;20;1;59.83
;006003;019;01;02;34;;035001;2;12;0;01;;;006003;;13;15;75;2;52.507
;006003;022;01;03;11;;007001;1;19;5;64;21;;006005;;19;15;10;1;76.042
;006003;022;02;03;11;;007006;1;10;15;01;;;006003;;19;30;555;1;76.042
;006003;026;01;04;11;;002004;1;17;45;01;;;006003;;18;15;30;0;82.963
;006003;050;01;02;51;;002002;1;16;10;01;;;006003;;16;30;20;1;82.963
;006003;062;01;02;33;;002003;1;11;20;01;;;006003;;11;50;30;0;59.83
;006003;062;02;02;32;;002001;1;11;10;01;;;006003;;11;20;10;1;59.83
;006003;062;02;04;61;51;002002;1;15;30;01;;;006003;;15;37;7;1;59.83
;006003;071;02;03;11;;007006;1;12;0;01;;;006003;;12;30;30;1;76.042
;006003;114;01;04;02;;004003;1;20;30;01;;;006003;;20;45;15;1;82.963
;006003;132;01;02;11;;003007;1;17;0;01;;;006003;;18;0;60;1;82.963
;006004;046;01;03;33;;002001;1;16;0;01;;;006004;;16;10;10;0;59.83
;006004;064;02;04;54;;007005;1;19;50;01;;;006004;;20;0;10;1;52.507
;006004;070;01;02;11;;002002;1;18;45;01;;;006004;;19;5;20;0;59.83
;006004;070;02;02;11;;002002;1;14;0;54;;;006005;;14;15;15;1;59.83
;006004;074;01;02;54;;002003;1;15;30;33;;;002002;1;15;45;15;0;82.963
;006004;074;01;03;33;;002002;1;16;30;33;;;006001;;16;45;15;0;82.963
;006004;107;03;05;32;;002001;1;19;0;52;;;005007;;19;45;45;0;76.042
;006004;113;01;02;54;;003008;1;11;0;01;;;006004;;11;10;10;1;59.83
;006004;113;01;04;51;;003008;1;20;0;01;;;006004;;20;15;15;1;59.83
;006005;013;02;04;51;;007007;1;12;0;01;;;006005;;12;15;15;0;59.83
;006005;043;02;02;11;;007006;1;12;25;01;;;006005;;12;36;11;0;59.83
;006005;043;02;04;11;;007006;1;18;18;01;;;006005;;18;32;14;0;59.83
;006005;056;01;02;33;;002001;1;16;20;01;;;006005;;16;50;30;1;82.963
;006005;079;02;07;32;;002002;1;15;40;01;;;006005;;16;0;20;0;30.318
;006005;085;03;04;54;;007006;1;18;0;01;;;006005;;18;10;10;0;30.318
;008001;008;01;03;33;;002001;1;12;40;01;;;008001;;13;0;20;0;107.525
;008001;008;01;05;52;;002001;1;18;0;01;;;008001;;19;0;60;0;107.525
;008001;013;01;06;42;;002001;1;16;30;01;;;008001;;17;0;30;1;62.617
;008001;027;01;03;52;;002002;1;11;0;01;;;008001;;12;0;60;0;107.525
;008001;027;01;05;32;;002002;1;16;10;33;;;002002;1;16;15;5;0;107.525
;008001;027;01;06;33;;002002;1;16;30;01;;;008001;;16;45;15;1;107.525
;008001;027;01;08;33;;002002;1;18;5;01;;;008001;;18;15;10;1;107.525
;008001;032;02;02;52;;002003;1;15;30;01;;;008001;;16;30;60;1;62.617
;008001;052;03;03;12;;002004;1;21;20;01;;;008001;;21;35;15;1;54.998
;008001;072;01;02;34;;002004;1;11;15;01;;;008001;;12;0;45;0;107.525
;008001;072;01;05;41;;003002;1;17;0;01;;;008001;;17;30;30;0;107.525
;008001;093;01;05;11;;007001;1;21;15;01;;;008001;;21;25;10;1;54.998
;008001;093;02;02;11;;002001;1;19;30;01;;;008001;;20;0;30;1;54.998
;008002;018;02;03;12;;002002;1;22;0;01;;;008002;;22;30;30;1;61.82
;008002;036;03;02;33;;002004;1;10;30;01;;;008002;;10;45;15;1;108.386
;008002;036;06;06;51;;035001;2;20;15;01;;;008002;;20;30;15;1;108.386
;008002;066;01;05;31;;002001;1;16;20;33;;;002003;1;16;25;5;0;62.617
;008002;066;01;06;33;;002003;1;16;45;01;;;008002;;17;15;30;0;62.617
;008002;066;02;02;51;;002004;1;11;0;01;;;008002;;11;15;15;0;62.617
;008002;066;02;04;31;;002001;1;16;20;33;;;002003;1;16;25;5;0;62.617
;008002;066;02;05;33;;002003;1;16;45;01;;;008002;;17;15;30;0;62.617
;008002;067;01;09;32;;007004;1;17;10;01;;;008002;;17;25;15;1;107.525
;008002;067;01;15;51;;004003;1;22;0;53;;;002003;1;22;5;5;1;107.525
;008002;067;01;16;53;;002003;1;22;15;01;;;008002;;22;30;15;1;107.525
;008002;068;01;02;11;;035001;2;12;15;53;;;035001;2;12;20;5;0;107.525
;008002;068;01;03;53;;035001;2;12;55;11;;;035001;2;13;0;5;0;107.525
;008002;068;01;04;11;;035001;2;17;30;01;;;008002;;18;20;50;1;107.525
;008002;083;01;05;41;;003002;1;19;45;01;;;008002;;19;55;10;1;54.998
;008002;084;01;02;33;;002001;1;15;15;01;;;008002;;15;30;15;1;62.617
;008002;089;02;02;11;;007001;1;14;0;12;;;003008;1;14;20;20;1;62.617
;008002;089;02;03;12;;003008;1;16;30;11;;;007001;1;16;50;20;1;62.617
;008002;089;02;04;11;;007001;1;19;0;01;;;008002;;19;20;20;1;62.617
;008002;101;02;05;61;41;002002;1;14;55;33;;;002002;1;15;0;5;0;62.617
;008002;101;02;06;33;;002002;1;17;45;01;;;008002;;17;50;5;1;62.617
;008002;111;01;02;11;;007003;1;12;30;53;;;002001;1;12;35;5;0;54.998
;008002;111;01;03;53;;002001;1;13;15;11;;;007003;1;13;20;5;0;54.998
;008002;111;01;04;11;;007003;1;16;30;01;;;008002;;16;45;15;0;54.998
;008002;117;01;02;42;;003008;1;10;45;33;;;009002;;11;5;20;0;62.617
;008002;117;01;05;61;41;003005;1;16;30;61;33;;003007;1;16;45;15;1;62.617
;008002;117;01;06;61;33;003007;1;17;15;01;;;008002;;17;30;15;1;62.617
;008002;117;02;02;41;;003005;1;16;30;33;;;003007;1;16;45;15;1;62.617
;008002;117;02;03;33;;003007;1;17;15;01;;;008002;;17;30;15;1;62.617
;008002;130;03;02;24;;007009;1;12;0;33;;;002004;1;12;10;10;0;61.82
;008002;130;03;03;33;;002004;1;12;50;24;;;007009;1;13;0;10;0;61.82
;008002;130;03;04;24;;007009;1;17;0;54;;;007003;1;17;15;15;0;61.82
;008002;130;03;05;54;;007003;1;17;45;01;;;008002;;18;0;15;1;61.82
;008002;130;04;02;24;;007001;1;11;40;01;;;008002;;12;10;30;1;61.82
;008002;130;04;04;24;;007001;1;14;0;54;;;006001;;14;25;25;0;61.82
;008002;130;04;06;24;;007001;1;15;0;54;;;005003;;15;20;20;1;61.82
;008002;130;04;09;51;;002004;1;20;8;01;;;008002;;20;25;17;1;61.82
;008002;146;03;05;54;;002003;1;20;10;01;;;008002;;20;25;15;1;54.998
;008002;152;02;04;51;;002002;1;19;15;01;;;008002;;20;15;60;0;62.617
;008002;664;01;03;54;;003003;1;15;30;11;;;008002;;16;0;30;0;107.525
;008002;702;02;02;52;;002001;1;13;45;33;;;002001;1;14;30;45;0;62.617
;008002;702;02;03;33;;002001;1;14;50;43;;;002004;1;15;0;10;0;62.617
;008002;702;02;04;43;;002004;1;17;15;01;;;008002;;17;30;15;1;62.617
;008003;028;01;03;52;;002002;1;16;25;01;;;008003;;17;0;35;0;62.617
;008003;028;02;03;52;;002002;1;16;25;01;;;008003;;17;0;35;0;62.617
;008003;034;01;06;52;;004002;1;16;45;01;;;008003;;17;15;30;0;62.617
;008003;034;02;06;52;;004002;1;16;45;01;;;008003;;17;15;30;0;62.617
;008003;085;01;09;54;;007006;1;20;15;53;;;001001;;20;35;20;0;62.617
;008003;085;01;11;54;;007006;1;21;45;01;;;008003;;21;55;10;1;62.617
;008003;085;02;02;11;;007006;1;10;0;42;;;006005;;10;10;10;0;62.617
;008003;085;02;04;11;;007006;1;11;0;42;;;005002;;11;10;10;1;62.617
;008003;085;02;06;11;;007006;1;14;0;01;;;008003;;14;10;10;1;62.617
;008003;085;02;09;11;;007006;1;20;15;53;;;001001;;20;35;20;0;62.617
;008003;085;02;11;11;;007006;1;21;45;01;;;008003;;21;55;10;1;62.617
;008003;104;01;04;11;;003006;1;14;0;01;;;008003;;14;20;20;1;54.998
;008003;104;02;02;42;;003006;1;9;50;33;;;004004;1;10;0;10;0;54.998
;008003;104;02;03;33;;004004;1;10;20;01;;;008003;;10;40;20;0;54.998
;008003;139;01;02;54;;002003;1;18;0;31;;;002004;1;18;5;5;0;62.617
;008003;139;01;03;31;;002004;1;19;0;01;;;008003;;19;5;5;1;62.617
;008003;139;02;02;54;;002003;1;18;0;31;;;002004;1;18;5;5;0;62.617
;008003;139;02;03;31;;002004;1;19;0;01;;;008003;;19;5;5;1;62.617
;008004;074;01;05;33;;002001;1;14;55;01;;;008004;;15;0;5;0;242.446
;008004;096;03;02;11;;002004;1;12;15;01;;;008004;;12;30;15;0;54.998
;008004;096;03;04;11;;002004;1;18;20;33;;;008004;;18;30;10;0;54.998
;008005;070;01;02;33;;007002;1;14;50;01;;;008005;;15;30;40;0;107.525
;008005;077;01;04;12;;002004;1;16;10;33;;;002001;1;16;13;3;0;62.617
;008005;077;01;05;33;;002001;1;16;45;01;;;008005;;17;0;15;0;62.617
;008005;077;02;02;41;;007001;1;15;50;33;;;002001;1;16;0;10;0;62.617
;008005;077;02;03;33;;002001;1;16;35;33;;;002001;1;16;38;3;0;62.617
